Data da Leitura;Vazio;Ponta;Cheias
2022-03-16 00:00:00;9047;1279;3226
2022-03-15 00:00:00;9043;1278;3222
2022-03-14 00:00:00;9039;1277;3220
2022-03-13 00:00:00;9029;1276;3216
2022-03-12 00:00:00;9025;1275;3213
2022-03-11 00:00:00;9021;1274;3210
2022-03-10 00:00:00;9014;1273;3207
2022-03-09 00:00:00;9008;1272;3204
2022-03-08 00:00:00;9002;1271;3202
2022-03-07 00:00:00;8996;1268;3197
2022-03-06 00:00:00;8989;1267;3195
2022-03-05 00:00:00;8984;1265;3192
2022-03-04 00:00:00;8976;1264;3189
2022-03-03 00:00:00;8969;1263;3187
2022-03-02 00:00:00;8961;1261;3184
2022-03-01 00:00:00;8955;1259;3181
2022-02-28 00:00:00;8946;1258;3178
2022-02-27 00:00:00;8939;1257;3174
2022-02-26 00:00:00;8928;1255;3171
2022-02-25 00:00:00;8924;1252;3168
2022-02-24 00:00:00;8922;1251;3164
2022-02-23 00:00:00;8911;1250;3159
2022-02-22 00:00:00;8906;1249;3156
2022-02-21 00:00:00;8895;1248;3153
2022-02-20 00:00:00;8889;1247;3150
2022-02-19 00:00:00;8878;1246;3146
2022-02-18 00:00:00;8869;1245;3143
2022-02-17 00:00:00;8863;1243;3141
2022-02-16 00:00:00;8849;1242;3137
2022-02-15 00:00:00;8845;1240;3134
2022-02-14 00:00:00;8836;1239;3131
2022-02-13 00:00:00;8830;1238;3126
2022-02-12 00:00:00;8828;1237;3122
2022-02-11 00:00:00;8819;1235;3119
2022-02-10 00:00:00;8813;1233;3114
2022-02-09 00:00:00;8806;1232;3110
2022-02-08 00:00:00;8798;1231;3108
2022-02-07 00:00:00;8793;1229;3103
2022-02-06 00:00:00;8788;1228;3099
2022-02-05 00:00:00;8775;1225;3096
2022-02-04 00:00:00;8770;1223;3089
2022-02-03 00:00:00;8765;1220;3083
2022-02-02 00:00:00;8754;1219;3080
2022-02-01 00:00:00;8744;1217;3075
2022-01-31 00:00:00;8735;1214;3070
2022-01-30 00:00:00;8726;1210;3064
2022-01-29 00:00:00;8717;1209;3062
2022-01-28 00:00:00;8706;1207;3055
2022-01-27 00:00:00;8696;1204;3049
2022-01-26 00:00:00;8685;1203;3047
2022-01-25 00:00:00;8675;1202;3044
2022-01-24 00:00:00;8668;1201;3041
2022-01-23 00:00:00;8658;1199;3036
2022-01-22 00:00:00;8647;1198;3033
2022-01-21 00:00:00;8637;1197;3031
2022-01-20 00:00:00;8626;1196;3028
2022-01-19 00:00:00;8618;1193;3024
2022-01-18 00:00:00;8608;1192;3022
2022-01-17 00:00:00;8599;1191;3019
2022-01-16 00:00:00;8589;1189;3015
2022-01-15 00:00:00;8584;1188;3012
2022-01-14 00:00:00;8573;1187;3009
2022-01-13 00:00:00;8561;1186;3006
2022-01-12 00:00:00;8553;1184;3001
2022-01-11 00:00:00;8539;1181;2996
2022-01-10 00:00:00;8533;1180;2992
2022-01-09 00:00:00;8526;1178;2989
2022-01-08 00:00:00;8518;1177;2986
2022-01-07 00:00:00;8512;1176;2983
2022-01-06 00:00:00;8503;1174;2980
2022-01-05 00:00:00;8493;1173;2977
2022-01-04 00:00:00;8488;1171;2973
2022-01-03 00:00:00;8481;1170;2970
2022-01-02 00:00:00;8474;1169;2968
2022-01-01 00:00:00;8472;1168;2964
