Date;Temperature_Max_C;Temperature_Min_C;Humidity_Mean_%;Precipitation_mm;UV_Index_Max
2025-04-07;26.6;17.2;60;13.8;5.6
2025-04-08;29.9;19.0;59;0;6.8
2025-04-09;29.2;18.7;60;0;6.0
2025-04-10;27.9;18.2;62;0;6.9
2025-04-11;26.1;17.3;66;0;6.2
2025-04-12;26.8;17.7;69;0;6.0
2025-04-13;26.3;17.6;67;0;7.4
2025-04-14;26.8;17.9;67;0;6.5
2025-04-15;29.3;19.2;71;0;8.0
2025-04-16;30.5;19.9;61;0;7.1
2025-04-17;31.8;20.6;63;5.2;6.8
2025-04-18;28.6;19.1;62;0;7.3
2025-04-19;32.6;21.2;69;14.5;7.1
2025-04-20;31.2;20.6;56;0;7.7
2025-04-21;27.6;18.8;67;0;6.7
2025-04-22;33.0;21.6;54;0;8.0
2025-04-23;31.7;21.1;56;0;7.2
2025-04-24;33.3;21.9;68;0;8.5
2025-04-25;29.9;20.3;52;0;7.8
2025-04-26;28.0;19.4;60;0;7.8
2025-04-27;31.5;21.2;59;2.9;7.0
2025-04-28;28.6;19.8;71;0;8.5
2025-04-29;31.2;21.2;65;0;8.9
2025-04-30;34.1;22.7;57;14.1;8.8
2025-05-01;33.8;22.7;66;0;7.6
2025-05-02;30.3;21.0;63;0;7.7
2025-05-03;29.5;20.6;53;0;8.1
2025-05-04;29.4;20.6;59;0;8.4
2025-05-05;31.8;21.9;50;0;9.5
2025-05-06;30.7;21.4;54;4.6;9.3
2025-05-07;31.8;22.0;53;0;9.1
2025-05-08;29.7;21.0;54;0;9.6
2025-05-09;30.5;21.5;63;0;9.3
2025-05-10;29.7;21.2;53;0;9.4
2025-05-11;33.2;22.9;51;0;8.4
2025-05-12;35.5;24.1;66;0;8.5
2025-05-13;33.6;23.2;60;0;9.9
2025-05-14;30.9;21.9;52;0;9.3
2025-05-15;34.0;23.6;65;0;8.8
2025-05-16;33.3;23.3;60;0;8.5
2025-05-17;32.9;23.1;64;0;8.3
2025-05-18;35.6;24.5;56;0;8.7
2025-05-19;33.4;23.5;55;0;9.0
2025-05-20;33.5;23.5;49;0;9.9
2025-05-21;33.9;23.8;65;11.9;8.9
2025-05-22;30.9;22.3;62;0;9.4
2025-05-23;33.2;23.5;51;0;8.6
2025-05-24;36.8;25.3;49;0;9.3
2025-05-25;37.0;25.5;48;0;10.2
2025-05-26;33.6;23.8;59;0;9.7
2025-05-27;35.6;24.9;47;0;8.7
2025-05-28;31.7;22.9;52;0;10.4
2025-05-29;33.9;24.1;58;0;9.3
2025-05-30;32.0;23.2;64;10.8;9.9
2025-05-31;36.5;25.4;48;0;8.8
2025-06-01;31.8;23.1;49;0;10.7
2025-06-02;34.2;24.4;60;0;10.4
2025-06-03;35.5;25.0;56;0;8.9
2025-06-04;33.5;24.1;61;0;8.8
2025-06-05;33.0;23.8;57;0;9.0
2025-06-06;35.2;24.9;60;0;10.5
2025-06-07;34.6;24.7;58;0;10.1
2025-06-08;37.5;26.2;57;0;10.5
2025-06-09;34.8;24.8;48;0;10.6
2025-06-10;32.6;23.7;55;0;10.7
2025-06-11;34.0;24.4;62;0;9.9
2025-06-12;37.7;26.3;57;0;10.1
2025-06-13;32.2;23.5;52;0;10.6
2025-06-14;36.5;25.7;60;0;9.3
2025-06-15;33.7;24.3;57;0;9.8
2025-06-16;34.4;24.7;59;0;10.9
2025-06-17;35.5;25.2;60;0;9.4
2025-06-18;33.9;24.4;46;0;9.6
2025-06-19;35.9;25.5;53;0;9.7
2025-06-20;35.2;25.1;57;0;9.9
2025-06-21;35.8;25.4;48;0;9.2
2025-06-22;33.6;24.3;63;0;10.8
2025-06-23;32.4;23.7;53;0;9.3
2025-06-24;33.3;24.1;45;5.7;9.8
2025-06-25;35.8;25.4;56;0;10.4
2025-06-26;35.4;25.2;56;0;9.8
2025-06-27;32.4;23.7;51;0;9.4
2025-06-28;32.9;23.9;48;1.6;9.9
2025-06-29;37.5;26.2;50;0;9.3
2025-06-30;32.8;23.9;60;0;10.2
2025-07-01;36.5;25.7;59;0;10.7
2025-07-02;36.4;25.6;60;0;8.9
2025-07-03;36.3;25.5;61;0;9.5
2025-07-04;37.5;26.1;47;0;10.6
2025-07-05;32.6;23.6;61;0;10.3
2025-07-06;36.7;25.7;47;0;9.3
2025-07-07;37.2;25.9;59;0;10.6
2025-07-08;34.1;24.3;58;0;9.8
2025-07-09;37.0;25.7;57;0;10.7
2025-07-10;33.4;23.9;61;0;10.0
2025-07-11;35.6;25.0;61;0;9.7
2025-07-12;37.1;25.7;62;0;9.4
2025-07-13;33.8;24.0;53;0;10.0
2025-07-14;35.9;25.0;47;5.8;10.2
2025-07-15;35.8;24.9;51;0;8.9
2025-07-16;32.8;23.4;55;0;8.5
2025-07-17;31.6;22.8;61;0;9.6
2025-07-18;35.3;24.6;60;0;10.4
2025-07-19;34.0;23.9;66;2.1;8.7
2025-07-20;35.7;24.7;59;0;10.0
2025-07-21;33.1;23.4;57;0;8.5
2025-07-22;35.0;24.3;55;0;9.1
2025-07-23;32.6;23.0;59;0;9.9
2025-07-24;31.1;22.2;53;0;9.0
2025-07-25;34.3;23.8;48;0;10.0
2025-07-26;31.3;22.2;57;0;9.1
2025-07-27;31.1;22.1;56;0;9.0
2025-07-28;34.1;23.5;54;0;8.3
2025-07-29;32.1;22.5;53;0;8.7
2025-07-30;31.5;22.1;62;0;9.3
2025-07-31;31.9;22.3;57;0;8.1
2025-08-01;32.1;22.3;62;0;8.1
2025-08-02;34.0;23.2;62;0;9.0
2025-08-03;35.0;23.7;52;0;9.0
2025-08-04;33.6;22.9;52;0;8.1
2025-08-05;31.7;21.9;68;0;7.7
2025-08-06;32.2;22.1;61;0;8.5
2025-08-07;29.1;20.5;59;0;9.4
2025-08-08;29.7;20.7;69;0;8.9
2025-08-09;30.3;20.9;61;0;8.7
2025-08-10;32.4;21.9;56;0;9.1
2025-08-11;29.5;20.4;60;0;7.4
2025-08-12;34.1;22.6;61;0;7.4
2025-08-13;33.2;22.1;56;0;7.2
2025-08-14;33.6;22.3;52;0;7.0
2025-08-15;32.9;21.8;71;0;8.0
2025-08-16;30.8;20.7;54;0;6.9
2025-08-17;28.7;19.6;62;0;7.1
2025-08-18;29.4;19.8;71;0;7.2
2025-08-19;29.3;19.7;61;0;8.3
2025-08-20;30.9;20.5;60;0;7.9
2025-08-21;27.4;18.6;71;0;7.5
2025-08-22;31.7;20.7;68;0;6.7
2025-08-23;29.8;19.7;54;0;6.6
2025-08-24;28.8;19.1;73;0;7.8
2025-08-25;30.0;19.6;64;0;8.0
2025-08-26;26.5;17.8;65;0;7.5
2025-08-27;31.4;20.2;65;0;7.1
2025-08-28;26.7;17.7;71;0;6.2
2025-08-29;26.8;17.7;60;0;6.5
2025-08-30;28.0;18.2;56;0;7.2
2025-08-31;28.4;18.4;75;0;7.4
2025-09-01;28.6;18.4;63;0;6.6
2025-09-02;26.8;17.4;75;0;6.5
2025-09-03;26.8;17.3;70;2.0;6.9
2025-09-04;27.2;17.4;59;0;6.5
2025-09-05;30.3;18.9;65;0;6.5
2025-09-06;27.3;17.3;70;0;5.9
2025-09-07;24.5;15.8;60;0;5.3
2025-09-08;28.6;17.8;63;0;6.0
2025-09-09;26.9;16.9;67;0.1;5.8
2025-09-10;25.4;16.0;64;0;5.8
2025-09-11;25.8;16.1;68;0;4.9
2025-09-12;25.2;15.7;68;6.9;6.4
2025-09-13;27.2;16.7;67;0;5.9
2025-09-14;25.3;15.6;61;0;4.7
2025-09-15;28.5;17.1;78;0;5.7
2025-09-16;23.7;14.7;61;0;5.9
2025-09-17;25.2;15.3;62;0;5.9
2025-09-18;22.4;13.8;67;0;4.7
2025-09-19;22.3;13.7;69;0;6.0
2025-09-20;26.9;15.9;71;0;5.3
2025-09-21;25.0;14.8;75;0;4.6
2025-09-22;25.2;14.9;64;0;4.1
2025-09-23;24.3;14.4;64;0;4.8
2025-09-24;24.5;14.4;71;0;3.7
2025-09-25;25.6;14.8;72;0;4.4
2025-09-26;21.9;12.9;69;0;4.8
2025-09-27;26.0;14.9;82;0;4.6
2025-09-28;24.6;14.0;78;0;4.8
2025-09-29;25.3;14.3;71;0;3.3
2025-09-30;24.5;13.9;74;0;3.2
2025-10-01;22.4;12.7;66;0;4.4
2025-10-02;25.6;14.2;67;0;4.7
2025-10-03;22.6;12.7;83;0;4.8
2025-10-04;21.3;11.9;71;0;4.2
2025-10-05;25.0;13.7;84;0;2.9
2025-10-06;23.0;12.6;84;14.6;4.4
2025-10-07;22.5;12.3;72;5.3;3.5
2025-10-08;19.2;10.5;65;0;4.2
2025-10-09;22.4;12.0;68;0;3.6
2025-10-10;22.9;12.2;81;0;3.1
2025-10-11;22.2;11.8;70;3.1;4.0
2025-10-12;20.1;10.7;83;0;2.6
2025-10-13;21.9;11.5;70;0;2.6
2025-10-14;20.4;10.6;74;0;3.1
2025-10-15;19.9;10.3;81;0;3.7
2025-10-16;19.1;9.9;69;10.3;2.7
2025-10-17;20.5;10.5;68;0;2.0
2025-10-18;23.0;11.7;71;0;2.7
2025-10-19;18.0;9.1;84;0;1.8
2025-10-20;17.9;8.9;71;13.4;3.1
2025-10-21;18.9;9.4;81;0;2.6
2025-10-22;20.0;9.8;69;0;2.8
2025-10-23;21.3;10.4;72;10.8;2.0
2025-10-24;21.8;10.6;77;0;1.7
